objectID;food_type;stars_count;reviews_count;neighborhood;phone_number;price_range;dining_style
48877;Latin American;4.5;1773;River Oaks;(832) 200-1492;$30 and under;Casual Elegant
53167;Continental;4.3;420;Midtown / Montrose;(713) 521-7231;$30 and under;Fine Dining
87139;Japanese;4.4;315;Sugar Land / Missouri City;(281) 565-8888;$30 and under;Casual Dining
56230;Contemporary American;4.3;95;Galleria / Uptown;(832) 201-2710;$30 and under;Casual Dining
101662;Seafood;3.9;150;Galveston;(409) 621-5100;$30 and under;Casual Elegant
56608;Contemporary American;4.5;191;Galleria / Uptown;(713) 685-6713;$30 and under;Casual Elegant
94807;French American;4.2;454;Sugar Land / Missouri City;(281) 403-2872;$30 and under;Casual Elegant
87919;Italian;4.4;394;Heights / Washington;(713) 869-6622;$30 and under;Casual Dining
69292;Contemporary American;4.2;410;Bellaire;(713) 661-0025;$30 and under;Casual Dining
45709;Seafood;4.2;1383;West Side;(713) 465-3685;$30 and under;Casual Elegant
104146;American;4.7;348;Midtown / Montrose;(713) 807-0077;$30 and under;Casual Elegant
57865;American;4.2;445;Champions;(281) 379-2889;$30 and under;Casual Elegant
139660;Contemporary Italian;4.3;176;Heights / Washington;(713) 360-0222;$30 and under;Casual Dining
64501;Italian;4.5;530;Galleria / Uptown;(713) 622-3663;$30 and under;Casual Elegant
96265;Global, International;4.1;356;Upper Kirby / Shepherd Corridor;(832) 649-4636;$30 and under;Casual Dining
60403;Creole / Cajun / Southern;4.6;484;The Woodlands;(281) 419-4242;$30 and under;Casual Dining
55192;Italian;4.4;376;CyFair;(832) 717-7870;$30 and under;Fine Dining
106891;American;1.0;26;Spring;(281) 825-4404;$30 and under;Casual Dining
38410;French;4.4;839;Midtown / Montrose;(713) 524-0070;$30 and under;Casual Dining
68317;Contemporary French;4.4;477;Downtown;(713) 358-5079;$30 and under;Casual Elegant
110818;Japanese;4.0;94;Downtown;(713) 621-5800;$30 and under;Casual Dining
144523;Thai;4.3;100;Galleria / Uptown;(713) 993-9096;$30 and under;Casual Elegant
52027;Steakhouse;4.3;922;Galleria / Uptown;(713) 629-8646;$30 and under;Casual Elegant
76042;Global, International;4.2;34;Galleria / Uptown;(713) 627-7600;$30 and under;Casual Elegant
145381;Tex-Mex;3.0;14;Galleria / Uptown;(713) 339-4552;$30 and under;Casual Elegant
90577;Japanese;4.4;174;Heights / Washington;(713) 862-3474;$30 and under;Casual Elegant
57871;American;4.3;357;West Side;(281) 822-1500;$30 and under;Casual Dining
72331;Contemporary American;4.3;869;Downtown;(713) 225-8079;$30 and under;Casual Dining
59401;Italian;4.2;396;The Woodlands;(936) 321-6262;$30 and under;Casual Dining
54640;American;4.5;932;Heights / Washington;(713) 880-5111;$30 and under;Casual Dining
139354;American;4.3;154;Rice Village;(713) 524-7865;$30 and under;Home Style
103918;Italian;4.4;116;Rice Village;(713) 526-3400;$30 and under;Casual Dining
70261;Latin American;4.4;797;Sugar Land / Missouri City;(832) 532-5300;$30 and under;Casual Elegant
53578;French American;4.7;297;Galleria / Uptown;(713) 439-1000;$30 and under;Casual Dining
66673;Fusion / Eclectic;4.1;152;Galleria / Uptown;(713) 960-6588;$30 and under;Casual Dining
104347;Tapas / Small Plates;3.8;66;W. University / Med Center;(713) 520-5025;$30 and under;Casual Dining
87940;Italian;4.4;59;Spring Branch;(713) 263-0022;$30 and under;Casual Elegant
35584;Steakhouse;3.8;151;West Side;(713) 952-5000;$30 and under;Casual Elegant
36604;Mexican;4.5;1051;East Side;(713) 228-1175;$30 and under;Casual Dining
18571;American;4.2;1736;Downtown;(713) 337-7321;$30 and under;Casual Dining
56218;Asian;4.3;184;West Side;(281) 556-9888;$30 and under;Casual Elegant
33073;Italian;4.6;784;River Oaks;(713) 526-4700;$30 and under;Casual Elegant
48931;Mexican;4.1;386;Katy;(281) 347-3030;$30 and under;Casual Dining
41485;Steakhouse;4.1;50;El Campo;(979) 543-1757;$30 and under;Casual Dining
53146;Sushi;4.1;183;Midtown / Montrose;(713) 527-8744;$30 and under;Casual Dining
151771;Contemporary American;4.2;52;Boise;(208) 433-5598;$30 and under;Casual Dining
96610;Steakhouse;4.2;68;Sun Valley;(208) 622-2225;$31 to $50;Casual Elegant
6967;Northwest;4.6;391;Boise;(208) 429-6340;$30 and under;Casual Elegant
115090;Steakhouse;4.7;188;Boise;(208) 426-8000;$50 and over;Fine Dining
23365;Northwest;4.1;985;Boise;(208) 387-3553 e;$30 and under;Fine Dining
6174;Contemporary American;4.4;648;Ketchum;(208) 726-4660;$30 and under;Casual Elegant
114160;Contemporary American;4.8;182;Boise;(208) 429-6735;$50 and over;Casual Elegant
108634;Northwest;4.6;46;Lava Hot Springs;(208) 776-5504;$30 and under;Casual Elegant
29353;Italian;4.3;546;Eagle;(208) 938-1900;$30 and under;Casual Elegant
113842;Contemporary Asian;4.5;44;Meridian;(208) 939-2595;$30 and under;Casual Dining
116893;American;4.5;223;Meridian;(208) 895-0029;$30 and under;Casual Dining
62707;Fondue;4.6;391;Boise;(208) 343-8800;$31 to $50;Fine Dining
93718;Contemporary American;4.7;82;Ketchum;(208) 928-7777;$30 and under;Casual Dining
96622;Comfort Food;4.7;62;Sun Valley;(208) 622-2019;$31 to $50;Casual Elegant
112018;Contemporary American;4.0;104;Meridian;(208) 995-2943;$30 and under;Casual Dining
96619;European;4.4;67;Ketchum;(208) 622-2012;$31 to $50;Casual Elegant
16102;Steakhouse;4.7;1252;Boise;(208) 383-4300;$31 to $50;Casual Elegant
92470;American;3.9;49;Ketchum;(208) 727-1800;$30 and under;Casual Dining
70012;American;4.0;151;Boise;(208) 345-2277;$30 and under;Casual Dining
58246;American;4.4;1123;Boise;(208) 287-1700;$30 and under;Casual Dining
68887;Steakhouse;4.5;430;Boise;(208) 336-4266;$30 and under;Casual Dining
46936;Indian;3.8;91;Boise;(208) 473-7200;$30 and under;Casual Elegant
31582;Italian;4.1;858;Boise;(208) 336-5552;$30 and under;Casual Elegant
93736;Italian;4.5;166;Ketchum;(208) 726-7776;$30 and under;Casual Dining
114313;Contemporary American;4.3;400;Meridian;(208) 922-6511;$30 and under;Casual Elegant
113929;Italian;4.7;260;Sun Valley;(208) 928-6280;$30 and under;Casual Elegant
36247;Italian;4.6;598;Boise;(208) 472-1463;$30 and under;Casual Elegant
22495;American;4.4;519;Avon;(317) 272-1900;$30 and under;Casual Dining
5377;Fondue;4.4;1645;Castleton / Keystone Crossings;(317) 841-3601;$31 to $50;Casual Elegant
141274;Contemporary American;4.1;309;Downtown Indy;(317) 964-0538;$30 and under;Casual Elegant
86356;Seafood;4.6;1343;Castleton / Keystone Crossings;(317) 569-0975;$31 to $50;Fine Dining
103054;Japanese;3.9;38;Plainfield;(317) 838-7970;$30 and under;Casual Dining
22504;American;4.5;1535; Noblesville;(317) 770-1170;$30 and under;Casual Dining
22507;American;4.5;710;Plainfield;(317) 837-9100;$30 and under;Casual Dining
4149;Italian;4.0;534;Bloomington;(812) 323-0303;$30 and under;Casual Dining
14227;Steakhouse;4.4;279;South Bend;(574) 968-9700;$50 and over;Fine Dining
3029;Steakhouse;4.5;1259;Downtown Indy;(317) 229-4700;$50 and over;Fine Dining
149614;American;4.5;358;Greenwood;(317) 215-4164;$30 and under;Casual Dining
5211;Steakhouse;4.6;697;Castleton / Keystone Crossings;(317) 844-1155;$50 and over;Casual Elegant
35062;American;3.9;158;Downtown Indy;(317) 396-3623;$30 and under;Casual Dining
12544;Steak;4.6;1932;Downtown Indy;(317) 846-8303;$50 and over;Fine Dining
53410;Italian;3.8;949;Downtown Indy;(317) 632-2822;$30 and under;Casual Dining
22498;American;4.5;838;Greenwood;(317) 889-1200;$30 and under;Casual Dining
37198;Organic;4.6;1210;NW Indy / Zionsville;(317) 733-1700;$30 and under;Casual Elegant
144688;Steak;4.5;192;Downtown Indy;(317) 624-0720;$50 and over;Fine Dining
110632;Contemporary American;4.7;199;Downtown Indy;(317) 925-7529;$50 and over;Casual Dining
4064;Steak;4.0;994;Downtown Indy;(317) 231-3900;$50 and over;Casual Elegant
22492;American;4.5;473;Brownsburg;(317) 858-8100;$30 and under;Casual Dining
24112;Mexican / Southwestern;4.2;939;Downtown Indy;(317) 822-9990;$30 and under;Casual Dining
15142;Italian;4.4;2906;Castleton / Keystone Crossings;(317) 814-0700;$30 and under;Casual Dining
149617;American;4.0;84; Noblesville;(317) 774-5301;$30 and under;Casual Elegant
6789;Seafood;4.2;2257;Downtown Indy;(317) 631-9500;$30 and under;Casual Elegant
13444;American;4.2;3403;Downtown Indy;(317) 636-7600;$30 and under;Casual Dining
139579;American;4.3;9;Speedway;(317) 481-1870;$30 and under;Casual Dining
17047;Spanish;4.4;1089;Downtown Indy;(317) 638-8272;$30 and under;Casual Dining
109702;Steakhouse;4.5;214;Speedway;(317) 247-7000;$30 and under;Casual Dining
7640;Steakhouse;4.5;3494;Downtown Indy;(317) 635-9594;$30 and under;Casual Elegant
3348;American;4.2;2354;Downtown Indy;(317) 974-0400;$30 and under;Casual Elegant
5000;Steakhouse;4.6;666;Downtown Indy;(317) 633-1313;$50 and over;Casual Elegant
12580;American;4.3;501;Downtown Indy;(317) 722-8888;$30 and under;Casual Dining
12256;Steakhouse;4.7;1239;Downtown Indy;(317) 423-8790;$50 and over;Fine Dining
147829;American;4.6;433;Downtown Indy;(317) 610-0234;$30 and under;Casual Dining
14734;American;3.5;88;Downtown Indy;(317) 616-6160;$30 and under;Casual Elegant
18559;Contemporary American;4.7;667;Roanoke;(260) 672-1715;$31 to $50;Casual Elegant
7432;American;4.2;1828;Downtown Indy;(317) 616-6170;$31 to $50;Casual Elegant
139024;Italian;4.2;54;Granger;(574) 277-7273;$30 and under;Casual Elegant
151111;American;4.4;58;Castleton / Keystone Crossings;(317) 288-8251;$30 and under;Casual Dining
12610;Contemporary American;4.6;1168; Broad Ripple / Meridian - Kessler;(317) 466-1111;$31 to $50;Home Style
1815;Steakhouse;4.5;1013;Fort Wayne;(260) 459-2222;$31 to $50;Fine Dining
25279;Contemporary American;4.7;1521;Fort Wayne;(260) 484-3300;$30 and under;Casual Elegant
147508;Steak;4.5;153;Downtown Indy;(317) 635-0720;$31 to $50;Fine Dining
104044;Pizzeria;4.4;238;Downtown Indy;(317) 635-0765;$30 and under;Casual Elegant
2401;Steak;4.6;8199;Downtown Indy;(317) 635-0636;$31 to $50;Casual Elegant
6658;Seafood;4.2;1542;Carmel / Westfield;(317) 848-3474;$30 and under;Casual Elegant
28285;Contemporary American;4.4;672;Carmel / Westfield;(317) 566-1400;$30 and under;Casual Elegant
118861;American;4.1;43;Downtown Indy;(317) 340-1868;$30 and under;Casual Dining
103822;Contemporary American;4.5;301; Broad Ripple / Meridian - Kessler;(317) 253-0111;$31 to $50;Casual Elegant
93412;Steakhouse;4.5;948;Bloomington;(812) 332-0694;$31 to $50;Casual Dining
29002;Seafood;4.4;1786;Pike Township;(317) 290-9300 e;$30 and under;Casual Elegant
116260;Asian;4.1;94;Carmel / Westfield;(317) 810-1737;$30 and under;Casual Elegant
139576;American;4.1;13;West Indy;(317) 243-8760;$30 and under;Casual Dining
112072;Italian;4.7;258;Carmel / Westfield;(317) 848-4600;$30 and under;Casual Dining
100810;American;4.5;492;Castleton / Keystone Crossings;(317) 663-8063;$31 to $50;Casual Elegant
114640;Italian;4.2;183;Downtown Indy;(317) 264-3585;$30 and under;Casual Dining
103276;Steakhouse;4.4;100;Anderson;(765) 609-4567;$31 to $50;Fine Dining
145747;Steakhouse;4.2;229;Carmel / Westfield;(317) 660-0720;$31 to $50;Fine Dining
139771;American;4.5;13;Lafayette / West Lafayette;(765) 449-8692;$30 and under;Casual Dining
108529;Contemporary American;4.1;101;South Bend;(574) 631-2582;$30 and under;Casual Dining
115483;Italian;4.2;29;Bloomington;(812) 961-0008;$30 and under;Casual Dining
106780;Contemporary American;4.5;1091;Downtown Indy;(317) 574-9463;$30 and under;Casual Dining
111742;American;4.2;36;NW Indy / Zionsville;(317) 769-3743;$30 and under;Casual Dining
74482;Contemporary American;3.9;137;Carmel / Westfield;(317) 814-2550;$31 to $50;Casual Elegant
108706;Contemporary American;4.4;175;South Bend;(574) 631-2020;$31 to $50;Fine Dining
102391;Italian;4.5;338;Downtown Indy;(317) 638-7706;$30 and under;Casual Dining
99274;International;4.5;79;Downtown Indy;(317) 921-4442;$30 and under;Casual Dining
2626;Seafood;4.5;2819;Downtown Indy;(317) 955-2277;$31 to $50;Casual Elegant
97438;Contemporary American;4.5;719;Downtown Indy;(317) 870-1320;$30 and under;Casual Elegant
89347;American;4.6;112;Downtown Indy;(317) 843-1609;$30 and under;Casual Dining
102088;American;4.3;35;Carmel / Westfield;(317) 805-1860;$30 and under;Casual Dining
116542;American;4.4;118;Granger;(574) 272-7017;$30 and under;Casual Dining
32065;Contemporary American;4.2;358;Downtown Indy;(317) 263-5000;$31 to $50;Fine Dining
115756;American;4.1;43;Greencastle;(765) 653-5788;$30 and under;Casual Dining
69190;Contemporary American;4.1;439;Downtown Indy;(317) 602-3115;$30 and under;Casual Dining
23677;American;4.4;482;NW Indy / Zionsville;(317) 873-4745;$30 and under;Casual Dining
7639;Continental;4.5;328; Broad Ripple / Meridian - Kessler;(317) 255-5159;$30 and under;Casual Elegant
118084;Italian;4.1;41;Westfield;(317) 804-2051;$30 and under;Casual Elegant
71659;Italian;4.4;376;Carmel / Westfield;(317) 844-9333;$30 and under;Casual Elegant
57805;Contemporary American;4.6;168;Downtown Indy;(317) 860-5800;$30 and under;Casual Dining
7638;Contemporary American;4.7;607;NW Indy / Zionsville;(317) 824-1231;$30 and under;Casual Elegant
6380;Italian;4.5;717; Noblesville;(317) 774-9771;$30 and under;Casual Elegant
107779;American;4.2;112;Downtown Indy;(317) 624-8222;$30 and under;Casual Dining
46345;Steakhouse;4.5;890;Fishers;(317) 598-8863;$31 to $50;Fine Dining
97435;Contemporary American;4.7;252;Winona Lake - Warsaw;(574) 269-1226;$30 and under;Casual Elegant
92698;Italian;4.2;79;South Bend;(574) 280-4824;$30 and under;Casual Elegant
149611;Seafood;4.5;215;Lafayette / West Lafayette;(765) 464-6531;$30 and under;Fine Dining
56569;American;3.6;31;Downtown Indy;(317) 822-3500;$30 and under;Casual Dining
99916;Sushi;4.5;165;Beech Grove;(317) 787-7900;$30 and under;Casual Elegant
50455;American;4.2;106;South Bend;(574) 234-9000;$30 and under;Casual Elegant
76789;Contemporary American;4.3;304;Westfield;(317) 218-3786;$30 and under;Casual Dining
90211;American;4.5;754;South Bend;(574) 968-8101;$30 and under;Casual Elegant
53404;Italian;4.0;293;Greenwood;(317) 884-2822;$30 and under;Casual Dining
27235;American;4.4;181;Kokomo;(765) 450-7873;$30 and under;Casual Elegant
110173;American;4.3;81;Brownsburg;(317) 858-8400;$30 and under;Casual Dining
87031;Japanese;4.4;602;Downtown Indy;(317) 846-2495;$30 and under;Casual Dining
51796;Steak;4.4;307;Fort Wayne;(260) 426-3411;$30 and under;Casual Elegant
92188;Gastro Pub;4.5;214;South Bend;(574) 204-2767;$30 and under;Casual Elegant
139768;American;4.4;14;Kokomo;(765) 453-9125;$30 and under;Casual Dining
38590;Italian;4.4;1011;Lafayette / West Lafayette;(765) 420-8171;$30 and under;Casual Dining
33211;American;3.3;44;Greenwood;(317) 881-0500;$30 and under;Casual Dining
81439;Mexican;4.5;11;Bloomington;(812) 336-5339;$30 and under;Casual Dining
92986;Greek;4.2;197;Bloomington;(812) 676-8676;$30 and under;Casual Elegant
71083;American;4.4;238;Castleton / Keystone Crossings;(317) 841-0442;$30 and under;Casual Dining
22510;American;4.3;843;NW Indy / Zionsville;(317) 873-9700;$30 and under;Casual Dining
53383;Italian;4.3;414;Castleton / Keystone Crossings;(317) 842-8666;$30 and under;Casual Dining
70630;Steakhouse;4.4;1914;Castleton / Keystone Crossings;(317) 915-8045;$30 and under;Casual Elegant
95086;American;3.3;7;Madison;(812) 265-2346;$30 and under;Casual Dining
35143;Steak;4.5;683;Fort Wayne;(260) 426-3442;$30 and under;Fine Dining
41170;American;4.2;328;Downtown Indy;(317) 681-8180;$30 and under;Casual Dining
39640;Contemporary American;4.5;158;South Bend;(574) 288-1155;$30 and under;Casual Elegant
37207;Contemporary American;4.6;414;Muncie;(765) 747-4941;$30 and under;Casual Elegant
35857;Italian;4.7;1383;Downtown Indy;(317) 974-1100;$30 and under;Fine Dining
88048;Steakhouse;4.8;246;Shelbyville;(317) 421-8280;$30 and under;Casual Elegant
33262;American;4.1;67;Downtown Indy;(317) 571-0077;$30 and under;Casual Dining
38128;Contemporary American;3.8;135;Pike Township;(317) 295-9490;$30 and under;Casual Dining
49408;Contemporary American;4.4;2096;Downtown Indy;(317) 955-9600;$30 and under;Casual Elegant
42502;Steak;4.7;748;NW Indy / Zionsville;(317) 732-2233;$30 and under;Casual Elegant
38131;American;4.1;193;Lafayette / West Lafayette;(765) 448-4669;$30 and under;Casual Elegant
57808;Italian;4.2;729;Downtown Indy;(317) 860-5777;$30 and under;Casual Dining
76795;Mediterranean;4.5;226;Downtown Indy;(317) 254-8700;$30 and under;Casual Dining
35314;American;4.3;653;Bloomington;(812) 323-0002;$30 and under;Casual Dining
33526;Italian;4.5;441;NW Indy / Zionsville;(317) 733-3600;$30 and under;Casual Dining
45814;Contemporary American;4.2;666;Cedar Rapids;(319) 848-8777;$30 and under;Casual Elegant
48892;Italian;4.4;308;Dubuque;(563) 588-9600;$30 and under;Casual Dining
4611;Steak;4.5;568;Iowa City;(319) 358-0776;$30 and under;Fine Dining
23917;French;4.4;1403;Downtown Des Moines;(515) 288-0268;$30 and under;Casual Dining
149575;Gastro Pub;4.5;88;Sioux City;(712) 226-7610;$30 and under;Casual Elegant
7220;Italian;4.6;1204;Downtown Des Moines;(515) 248-1780;$30 and under;Casual Elegant
114373;American;4.2;194;Moline;(309) 757-1557;$30 and under;Casual Elegant
42862;Steakhouse;4.6;716;Downtown Des Moines;(515) 288-6000;$50 and over;Fine Dining
140698;Latin American;4.4;384;Downtown Des Moines;(515) 244-5000;$30 and under;Casual Dining
27820;Seafood;4.5;912;Downtown Des Moines;(515) 244-5686;$31 to $50;Casual Elegant
108235;Contemporary American;3.8;158;Cedar Rapids;(319) 731-4483;$31 to $50;Casual Elegant
84589;Steak;4.1;121;Northwood;(641) 323-7821;$31 to $50;Fine Dining
138958;American;4.3;151;Des Moines;(515) 777-3416;$30 and under;Casual Dining
84307;Steak;4.5;328;Dubuque;(563) 690-4755;$31 to $50;Fine Dining
83110;Steakhouse;4.0;100;Rock Island;(309) 756-4773;$31 to $50;Fine Dining
40060;Steak;4.5;194;West Des Moines;(515) 457-2916;$31 to $50;Fine Dining
48007;Steak;4.3;654;Moline;(309) 762-4700;$31 to $50;Casual Elegant
46069;Contemporary American;4.5;34;Decorah;(563) 382-1837;$30 and under;Casual Dining
32146;Tapas / Small Plates;4.3;952;Cedar Rapids;(319) 363-9467;$30 and under;Casual Elegant
5403;American;4.3;833;Jackson;(307) 739-1100;$30 and under;Casual Dining
32071;American;4.8;309;Jackson;(307) 733-2000;$50 and over;Fine Dining
27529;American;4.2;56;Teton Village;(307) 732-5157;$30 and under;Casual Dining
22045;Swiss;3.0;99;Teton Village;(307) 733-3242;$30 and under;Casual Elegant
129211;Steakhouse;4.5;131;Worland;(307) 347-3400;$30 and under;Casual Dining
141031;Contemporary American;4.3;68;Sheridan;(307) 675-6055;$31 to $50;Fine Dining
27070;American;4.5;482;Teton Village;(307) 739-2675;$50 and over;Casual Elegant
18958;Italian;4.2;513;Teton Village;(307) 739-4100;$30 and under;Casual Elegant
22039;Contemporary American;4.5;679;Jackson;(307) 734-8038;$30 and under;Casual Dining
22135;American;4.0;167;Jackson;(307) 732-3939;$31 to $50;Casual Dining
65587;Steakhouse;4.2;212;Jackson;(307) 734-4900;$31 to $50;Casual Elegant
18790;American;3.8;217;Wilson;(307) 739-0700;$30 and under;Casual Dining
27526;Steakhouse;4.6;184;Teton Village;(307) 732-5620;$31 to $50;Casual Elegant
109615;American;4.6;42;Gillette;(307) 682-2944;$30 and under;Casual Dining
16483;American;4.6;1380;Jackson;(307) 733-0557;$31 to $50;Casual Elegant
74491;American;4.4;289;Jackson;(307) 732-1910;$30 and under;Casual Elegant
90295;Contemporary American;4.4;345;Jackson;(307) 201-1717;$31 to $50;Casual Elegant
22132;American;3.7;26;Jackson;(307) 734-6490;$31 to $50;Casual Elegant
107455;American;4.0;143;Gillette;(307) 257-7704;$30 and under;Casual Dining
108760;Contemporary American;3.6;38;Jackson;(307) 734-3187;$30 and under;Casual Dining
38416;Contemporary American;4.4;339;Jackson;(307) 732-8112;$30 and under;Fine Dining
42694;Contemporary American;4.6;44;Wilson;(307) 733-1005;$30 and under;Casual Elegant
32104;Contemporary American;4.4;496;Jackson;(307) 734-1633;$30 and under;Casual Dining
26452;Italian;3.6;281;Jackson;(307) 733-3888;$30 and under;Casual Elegant
28930;International;4.4;1516;St. Augustine;(904) 824-7211;$30 and under;Casual Elegant
107101;Italian;4.6;200;Ponte Vedra Beach;(904) 273-7272;$30 and under;Casual Dining
70798;Contemporary American;4.5;945;Jacksonville;(904) 223-1534;$30 and under;Casual Elegant
140998;Japanese;4.6;38;Jacksonville;(904) 683-9903;$30 and under;Fine Dining
32032;Continental;3.9;311;Amelia Island;(904) 321-2430;$30 and under;Casual Elegant
23059;Contemporary American;4.5;643;Jacksonville Beach;(904) 247-0060;$30 and under;Casual Elegant
